timestamp,steps,data source
2026-04-09T00:30:00Z,14,Inspire 3
2026-04-09T00:32:00Z,9,Inspire 3
2026-04-09T00:34:00Z,17,Inspire 3
2026-04-09T00:35:00Z,6,Inspire 3
2026-04-09T00:41:00Z,18,Inspire 3
2026-04-09T00:43:00Z,21,Inspire 3
2026-04-09T00:44:00Z,14,Inspire 3
2026-04-09T00:45:00Z,9,Inspire 3
2026-04-09T00:46:00Z,16,Inspire 3
2026-04-09T00:47:00Z,43,Inspire 3
2026-04-09T00:48:00Z,22,Inspire 3
2026-04-09T00:50:00Z,12,Inspire 3
2026-04-09T00:51:00Z,26,Inspire 3
2026-04-09T00:52:00Z,14,Inspire 3
2026-04-09T00:53:00Z,23,Inspire 3
2026-04-09T00:54:00Z,5,Inspire 3
2026-04-09T00:55:00Z,23,Inspire 3
2026-04-09T00:56:00Z,20,Inspire 3
2026-04-09T00:57:00Z,12,Inspire 3
2026-04-09T00:58:00Z,24,Inspire 3
2026-04-09T00:59:00Z,5,Inspire 3
2026-04-09T01:00:00Z,39,Inspire 3
2026-04-09T01:01:00Z,8,Inspire 3
2026-04-09T01:09:00Z,19,Inspire 3
2026-04-09T01:10:00Z,14,Inspire 3
2026-04-09T01:12:00Z,4,Inspire 3
2026-04-09T01:13:00Z,18,Inspire 3
2026-04-09T01:14:00Z,26,Inspire 3
2026-04-09T01:15:00Z,52,Inspire 3
2026-04-09T01:16:00Z,23,Inspire 3
2026-04-09T01:18:00Z,7,Inspire 3
2026-04-09T01:19:00Z,15,Inspire 3
2026-04-09T01:22:00Z,7,Inspire 3
2026-04-09T01:31:00Z,7,Inspire 3
2026-04-09T02:47:00Z,7,Inspire 3
2026-04-09T03:08:00Z,13,Inspire 3
2026-04-09T03:13:00Z,7,Inspire 3
2026-04-09T03:14:00Z,27,Inspire 3
2026-04-09T03:16:00Z,28,Inspire 3
2026-04-09T03:17:00Z,9,Inspire 3
2026-04-09T03:18:00Z,11,Inspire 3
2026-04-09T03:22:00Z,14,Inspire 3
2026-04-09T03:23:00Z,13,Inspire 3
2026-04-09T03:27:00Z,22,Inspire 3
2026-04-09T03:28:00Z,7,Inspire 3
2026-04-09T03:29:00Z,25,Inspire 3
2026-04-09T03:47:00Z,7,Inspire 3
2026-04-09T03:50:00Z,4,Inspire 3
2026-04-09T03:52:00Z,13,Inspire 3
2026-04-09T03:53:00Z,22,Inspire 3
2026-04-09T03:54:00Z,4,Inspire 3
2026-04-09T04:27:00Z,14,Inspire 3
2026-04-09T04:44:00Z,7,Inspire 3
2026-04-09T05:02:00Z,8,Inspire 3
2026-04-09T05:37:00Z,18,Inspire 3
2026-04-09T05:39:00Z,9,Inspire 3
2026-04-09T05:40:00Z,8,Inspire 3
2026-04-09T05:48:00Z,8,Inspire 3
2026-04-09T07:14:00Z,6,Inspire 3
2026-04-09T07:58:00Z,11,Inspire 3
2026-04-09T08:00:00Z,29,Inspire 3
2026-04-09T09:13:00Z,7,Inspire 3
2026-04-09T13:44:00Z,4,Inspire 3
2026-04-09T13:45:00Z,11,Inspire 3
2026-04-09T13:46:00Z,18,Inspire 3
2026-04-09T13:47:00Z,33,Inspire 3
2026-04-09T13:50:00Z,25,Inspire 3
2026-04-09T13:51:00Z,45,Inspire 3
2026-04-09T13:53:00Z,4,Inspire 3
2026-04-09T13:55:00Z,27,Inspire 3
2026-04-09T13:56:00Z,15,Inspire 3
2026-04-09T13:57:00Z,44,Inspire 3
2026-04-09T13:58:00Z,25,Inspire 3
2026-04-09T13:59:00Z,55,Inspire 3
2026-04-09T14:00:00Z,27,Inspire 3
2026-04-09T14:49:00Z,5,Inspire 3
2026-04-09T15:05:00Z,38,Inspire 3
2026-04-09T15:07:00Z,28,Inspire 3
2026-04-09T15:08:00Z,87,Inspire 3
2026-04-09T15:09:00Z,92,Inspire 3
2026-04-09T15:10:00Z,37,Inspire 3
2026-04-09T15:11:00Z,14,Inspire 3
2026-04-09T15:14:00Z,30,Inspire 3
2026-04-09T15:15:00Z,34,Inspire 3
2026-04-09T15:16:00Z,42,Inspire 3
2026-04-09T15:17:00Z,10,Inspire 3
2026-04-09T15:44:00Z,63,Inspire 3
2026-04-09T15:45:00Z,55,Inspire 3
2026-04-09T15:46:00Z,47,Inspire 3
2026-04-09T15:48:00Z,15,Inspire 3
2026-04-09T15:49:00Z,4,Inspire 3
2026-04-09T15:50:00Z,66,Inspire 3
2026-04-09T15:51:00Z,23,Inspire 3
2026-04-09T15:54:00Z,20,Inspire 3
2026-04-09T16:02:00Z,17,Inspire 3
2026-04-09T16:03:00Z,8,Inspire 3
2026-04-09T16:05:00Z,23,Inspire 3
2026-04-09T16:41:00Z,5,Inspire 3
2026-04-09T16:42:00Z,8,Inspire 3
2026-04-09T17:34:00Z,10,Inspire 3
2026-04-09T18:45:00Z,22,Inspire 3
2026-04-09T18:46:00Z,25,Inspire 3
2026-04-09T18:48:00Z,11,Inspire 3
2026-04-09T18:49:00Z,12,Inspire 3
2026-04-09T18:50:00Z,22,Inspire 3
2026-04-09T18:51:00Z,10,Inspire 3
2026-04-09T18:52:00Z,5,Inspire 3
2026-04-09T19:30:00Z,7,Inspire 3
2026-04-09T19:31:00Z,9,Inspire 3
2026-04-09T19:32:00Z,31,Inspire 3
2026-04-09T19:33:00Z,51,Inspire 3
2026-04-09T19:34:00Z,40,Inspire 3
2026-04-09T19:36:00Z,78,Inspire 3
2026-04-09T19:37:00Z,53,Inspire 3
2026-04-09T19:38:00Z,39,Inspire 3
2026-04-09T19:39:00Z,59,Inspire 3
2026-04-09T19:40:00Z,46,Inspire 3
2026-04-09T19:41:00Z,7,Inspire 3
2026-04-09T19:42:00Z,22,Inspire 3
2026-04-09T19:51:00Z,6,Inspire 3
2026-04-09T19:56:00Z,6,Inspire 3
2026-04-09T20:04:00Z,11,Inspire 3
2026-04-09T20:05:00Z,35,Inspire 3
2026-04-09T20:06:00Z,8,Inspire 3
2026-04-09T20:09:00Z,21,Inspire 3
2026-04-09T20:22:00Z,10,Inspire 3
2026-04-09T20:25:00Z,8,Inspire 3
2026-04-09T20:32:00Z,7,Inspire 3
2026-04-09T20:33:00Z,34,Inspire 3
2026-04-09T20:34:00Z,26,Inspire 3
2026-04-09T20:35:00Z,10,Inspire 3
2026-04-09T20:36:00Z,61,Inspire 3
2026-04-09T20:37:00Z,43,Inspire 3
2026-04-09T20:38:00Z,56,Inspire 3
2026-04-09T20:39:00Z,32,Inspire 3
2026-04-09T20:44:00Z,28,Inspire 3
2026-04-09T20:45:00Z,4,Inspire 3
2026-04-09T20:49:00Z,14,Inspire 3
2026-04-09T20:50:00Z,13,Inspire 3
2026-04-09T21:05:00Z,11,Inspire 3
2026-04-09T21:08:00Z,6,Inspire 3
2026-04-09T21:09:00Z,31,Inspire 3
2026-04-09T21:10:00Z,21,Inspire 3
2026-04-09T21:11:00Z,15,Inspire 3
2026-04-09T21:12:00Z,1,Inspire 3
2026-04-09T21:13:00Z,8,Inspire 3
2026-04-09T21:14:00Z,27,Inspire 3
2026-04-09T21:15:00Z,30,Inspire 3
2026-04-09T21:16:00Z,26,Inspire 3
2026-04-09T21:17:00Z,12,Inspire 3
2026-04-09T21:18:00Z,17,Inspire 3
2026-04-09T21:19:00Z,16,Inspire 3
2026-04-09T21:21:00Z,31,Inspire 3
2026-04-09T21:57:00Z,6,Inspire 3
2026-04-09T21:58:00Z,1,Inspire 3
2026-04-09T22:26:00Z,6,Inspire 3
2026-04-09T22:29:00Z,8,Inspire 3
2026-04-10T00:37:00Z,6,Inspire 3
2026-04-10T00:47:00Z,27,Inspire 3
2026-04-10T00:49:00Z,6,Inspire 3
2026-04-10T00:50:00Z,10,Inspire 3
2026-04-10T00:51:00Z,24,Inspire 3
2026-04-10T00:52:00Z,5,Inspire 3
2026-04-10T00:53:00Z,20,Inspire 3
2026-04-10T00:54:00Z,39,Inspire 3
2026-04-10T00:55:00Z,30,Inspire 3
2026-04-10T01:04:00Z,16,Inspire 3
2026-04-10T01:05:00Z,23,Inspire 3
2026-04-10T01:06:00Z,8,Inspire 3
2026-04-10T01:24:00Z,6,Inspire 3
2026-04-10T01:25:00Z,25,Inspire 3
2026-04-10T01:26:00Z,26,Inspire 3
2026-04-10T01:28:00Z,22,Inspire 3
2026-04-10T01:36:00Z,25,Inspire 3
2026-04-10T01:38:00Z,18,Inspire 3
2026-04-10T01:42:00Z,28,Inspire 3
2026-04-10T01:44:00Z,59,Inspire 3
2026-04-10T01:45:00Z,9,Inspire 3
2026-04-10T01:47:00Z,7,Inspire 3
2026-04-10T01:48:00Z,17,Inspire 3
2026-04-10T01:49:00Z,11,Inspire 3
2026-04-10T01:50:00Z,12,Inspire 3
2026-04-10T01:51:00Z,8,Inspire 3
2026-04-10T01:52:00Z,5,Inspire 3
2026-04-10T01:53:00Z,22,Inspire 3
2026-04-10T01:54:00Z,13,Inspire 3
2026-04-10T01:56:00Z,10,Inspire 3
2026-04-10T01:59:00Z,7,Inspire 3
2026-04-10T02:00:00Z,13,Inspire 3
2026-04-10T02:11:00Z,13,Inspire 3
2026-04-10T02:14:00Z,7,Inspire 3
2026-04-10T02:24:00Z,31,Inspire 3
2026-04-10T02:25:00Z,25,Inspire 3
2026-04-10T02:26:00Z,26,Inspire 3
2026-04-10T03:13:00Z,12,Inspire 3
2026-04-10T03:14:00Z,9,Inspire 3
2026-04-10T03:50:00Z,7,Inspire 3
2026-04-10T03:58:00Z,40,Inspire 3
2026-04-10T04:00:00Z,37,Inspire 3
2026-04-10T04:01:00Z,3,Inspire 3
2026-04-10T04:02:00Z,10,Inspire 3
2026-04-10T04:21:00Z,9,Inspire 3
2026-04-10T04:38:00Z,9,Inspire 3
2026-04-10T04:40:00Z,6,Inspire 3
2026-04-10T04:44:00Z,29,Inspire 3
2026-04-10T05:07:00Z,9,Inspire 3
2026-04-10T05:57:00Z,7,Inspire 3
2026-04-10T05:58:00Z,25,Inspire 3
2026-04-10T06:00:00Z,21,Inspire 3
2026-04-10T06:01:00Z,9,Inspire 3
2026-04-10T11:55:00Z,7,Inspire 3
2026-04-10T12:14:00Z,23,Inspire 3
2026-04-10T12:20:00Z,21,Inspire 3
2026-04-10T12:21:00Z,28,Inspire 3
2026-04-10T12:22:00Z,20,Inspire 3
2026-04-10T12:23:00Z,25,Inspire 3
2026-04-10T12:24:00Z,16,Inspire 3
2026-04-10T12:25:00Z,5,Inspire 3
2026-04-10T12:26:00Z,20,Inspire 3
2026-04-10T12:27:00Z,27,Inspire 3
2026-04-10T12:31:00Z,8,Inspire 3
2026-04-10T12:33:00Z,33,Inspire 3
2026-04-10T12:35:00Z,14,Inspire 3
2026-04-10T12:36:00Z,18,Inspire 3
2026-04-10T12:37:00Z,24,Inspire 3
2026-04-10T12:38:00Z,27,Inspire 3
2026-04-10T12:39:00Z,39,Inspire 3
2026-04-10T12:40:00Z,19,Inspire 3
2026-04-10T12:41:00Z,51,Inspire 3
2026-04-10T12:42:00Z,45,Inspire 3
2026-04-10T12:46:00Z,23,Inspire 3
2026-04-10T12:47:00Z,25,Inspire 3
2026-04-10T12:54:00Z,23,Inspire 3
2026-04-10T13:10:00Z,27,Inspire 3
2026-04-10T13:12:00Z,15,Inspire 3
2026-04-10T13:13:00Z,32,Inspire 3
2026-04-10T13:14:00Z,72,Inspire 3
2026-04-10T13:15:00Z,13,Inspire 3
2026-04-10T13:18:00Z,29,Inspire 3
2026-04-10T13:19:00Z,12,Inspire 3
2026-04-10T13:21:00Z,55,Inspire 3
2026-04-10T13:22:00Z,34,Inspire 3
2026-04-10T13:23:00Z,11,Inspire 3
2026-04-10T13:25:00Z,30,Inspire 3
2026-04-10T13:33:00Z,10,Inspire 3
2026-04-10T13:34:00Z,4,Inspire 3
2026-04-10T13:42:00Z,72,Inspire 3
2026-04-10T13:43:00Z,93,Inspire 3
2026-04-10T13:44:00Z,48,Inspire 3
2026-04-10T13:45:00Z,47,Inspire 3
2026-04-10T13:46:00Z,29,Inspire 3
2026-04-10T13:47:00Z,37,Inspire 3
2026-04-10T13:48:00Z,8,Inspire 3
2026-04-10T13:49:00Z,18,Inspire 3
2026-04-10T14:12:00Z,9,Inspire 3
2026-04-10T14:13:00Z,41,Inspire 3
2026-04-10T14:14:00Z,13,Inspire 3
2026-04-10T14:20:00Z,20,Inspire 3
2026-04-10T14:21:00Z,12,Inspire 3
2026-04-10T14:22:00Z,18,Inspire 3
2026-04-10T14:35:00Z,7,Inspire 3
2026-04-10T14:36:00Z,8,Inspire 3
2026-04-10T14:39:00Z,45,Inspire 3
2026-04-10T14:40:00Z,69,Inspire 3
2026-04-10T14:41:00Z,70,Inspire 3
2026-04-10T14:42:00Z,51,Inspire 3
2026-04-10T14:43:00Z,11,Inspire 3
2026-04-10T14:49:00Z,5,Inspire 3
2026-04-10T14:56:00Z,12,Inspire 3
2026-04-10T15:05:00Z,6,Inspire 3
2026-04-10T15:23:00Z,12,Inspire 3
2026-04-10T15:31:00Z,7,Inspire 3
2026-04-10T15:32:00Z,15,Inspire 3
2026-04-10T15:33:00Z,37,Inspire 3
2026-04-10T15:36:00Z,18,Inspire 3
2026-04-10T15:37:00Z,61,Inspire 3
2026-04-10T15:38:00Z,24,Inspire 3
2026-04-10T15:39:00Z,7,Inspire 3
2026-04-10T15:40:00Z,16,Inspire 3
2026-04-10T15:47:00Z,24,Inspire 3
2026-04-10T15:50:00Z,17,Inspire 3
2026-04-10T15:51:00Z,24,Inspire 3
2026-04-10T15:52:00Z,14,Inspire 3
2026-04-10T16:00:00Z,6,Inspire 3
2026-04-10T16:35:00Z,22,Inspire 3
2026-04-10T16:36:00Z,8,Inspire 3
2026-04-10T16:43:00Z,12,Inspire 3
2026-04-10T17:11:00Z,10,Inspire 3
2026-04-10T17:16:00Z,13,Inspire 3
2026-04-10T17:17:00Z,10,Inspire 3
2026-04-10T17:18:00Z,15,Inspire 3
2026-04-10T17:19:00Z,37,Inspire 3
2026-04-10T17:20:00Z,9,Inspire 3
2026-04-10T17:45:00Z,30,Inspire 3
2026-04-10T17:46:00Z,5,Inspire 3
2026-04-10T17:49:00Z,19,Inspire 3
2026-04-10T17:50:00Z,21,Inspire 3
2026-04-10T17:51:00Z,3,Inspire 3
2026-04-10T18:33:00Z,14,Inspire 3
2026-04-10T18:43:00Z,12,Inspire 3
2026-04-10T18:44:00Z,31,Inspire 3
2026-04-10T18:45:00Z,3,Inspire 3
2026-04-10T18:46:00Z,6,Inspire 3
2026-04-10T19:08:00Z,13,Inspire 3
2026-04-10T19:09:00Z,9,Inspire 3
2026-04-10T19:10:00Z,47,Inspire 3
2026-04-10T19:11:00Z,6,Inspire 3
2026-04-10T19:13:00Z,45,Inspire 3
2026-04-10T19:14:00Z,11,Inspire 3
2026-04-10T19:15:00Z,50,Inspire 3
2026-04-10T19:16:00Z,17,Inspire 3
2026-04-10T19:17:00Z,11,Inspire 3
2026-04-10T19:18:00Z,10,Inspire 3
2026-04-10T19:20:00Z,16,Inspire 3
2026-04-10T19:21:00Z,11,Inspire 3
2026-04-10T19:22:00Z,15,Inspire 3
2026-04-10T19:24:00Z,17,Inspire 3
2026-04-10T19:25:00Z,14,Inspire 3
2026-04-10T19:26:00Z,16,Inspire 3
2026-04-10T19:27:00Z,4,Inspire 3
2026-04-10T20:04:00Z,7,Inspire 3
2026-04-10T21:16:00Z,26,Inspire 3
2026-04-10T21:17:00Z,9,Inspire 3
2026-04-10T21:19:00Z,24,Inspire 3
2026-04-10T21:20:00Z,14,Inspire 3
2026-04-10T21:21:00Z,39,Inspire 3
2026-04-10T21:22:00Z,28,Inspire 3
2026-04-10T21:23:00Z,4,Inspire 3
2026-04-10T21:24:00Z,50,Inspire 3
2026-04-10T21:25:00Z,21,Inspire 3
2026-04-10T21:26:00Z,37,Inspire 3
2026-04-10T21:28:00Z,8,Inspire 3
2026-04-10T21:30:00Z,20,Inspire 3
2026-04-10T21:39:00Z,4,Inspire 3
2026-04-10T21:44:00Z,14,Inspire 3
2026-04-10T21:47:00Z,6,Inspire 3
2026-04-10T21:50:00Z,10,Inspire 3
2026-04-10T21:54:00Z,8,Inspire 3
2026-04-10T21:56:00Z,7,Inspire 3
2026-04-10T21:58:00Z,16,Inspire 3
2026-04-10T21:59:00Z,8,Inspire 3
2026-04-10T22:00:00Z,6,Inspire 3
2026-04-10T22:03:00Z,33,Inspire 3
2026-04-10T22:04:00Z,32,Inspire 3
2026-04-10T22:05:00Z,26,Inspire 3
2026-04-10T22:06:00Z,8,Inspire 3
2026-04-10T22:07:00Z,15,Inspire 3
2026-04-10T22:08:00Z,13,Inspire 3
2026-04-10T22:10:00Z,19,Inspire 3
2026-04-10T22:11:00Z,61,Inspire 3
2026-04-10T22:12:00Z,86,Inspire 3
2026-04-10T22:13:00Z,27,Inspire 3
2026-04-10T22:14:00Z,2,Inspire 3
2026-04-10T22:17:00Z,24,Inspire 3
2026-04-10T22:21:00Z,8,Inspire 3
2026-04-10T22:29:00Z,66,Inspire 3
2026-04-10T22:30:00Z,87,Inspire 3
2026-04-10T22:31:00Z,100,Inspire 3
2026-04-10T22:32:00Z,90,Inspire 3
2026-04-10T22:33:00Z,88,Inspire 3
2026-04-10T22:34:00Z,92,Inspire 3
2026-04-10T22:35:00Z,8,Inspire 3
2026-04-10T22:38:00Z,31,Inspire 3
2026-04-10T22:46:00Z,4,Inspire 3
2026-04-10T22:47:00Z,4,Inspire 3
2026-04-10T22:57:00Z,10,Inspire 3
2026-04-10T22:58:00Z,11,Inspire 3
2026-04-10T23:05:00Z,43,Inspire 3
2026-04-10T23:06:00Z,23,Inspire 3
2026-04-10T23:07:00Z,19,Inspire 3
2026-04-10T23:08:00Z,48,Inspire 3
2026-04-10T23:09:00Z,75,Inspire 3
2026-04-10T23:10:00Z,82,Inspire 3
2026-04-10T23:11:00Z,71,Inspire 3
2026-04-10T23:12:00Z,57,Inspire 3
2026-04-10T23:13:00Z,43,Inspire 3
2026-04-10T23:14:00Z,4,Inspire 3
2026-04-10T23:17:00Z,13,Inspire 3
2026-04-10T23:18:00Z,6,Inspire 3
2026-04-10T23:19:00Z,7,Inspire 3
2026-04-10T23:25:00Z,18,Inspire 3
2026-04-10T23:26:00Z,6,Inspire 3
2026-04-10T23:27:00Z,17,Inspire 3
2026-04-10T23:28:00Z,11,Inspire 3
2026-04-10T23:29:00Z,83,Inspire 3
2026-04-10T23:30:00Z,26,Inspire 3
2026-04-10T23:32:00Z,8,Inspire 3
2026-04-10T23:33:00Z,11,Inspire 3
2026-04-10T23:34:00Z,51,Inspire 3
2026-04-10T23:35:00Z,70,Inspire 3
2026-04-10T23:36:00Z,59,Inspire 3
2026-04-10T23:37:00Z,13,Inspire 3
2026-04-10T23:38:00Z,84,Inspire 3
2026-04-10T23:39:00Z,30,Inspire 3
2026-04-10T23:43:00Z,12,Inspire 3
2026-04-10T23:47:00Z,8,Inspire 3
2026-04-10T23:48:00Z,39,Inspire 3
2026-04-10T23:49:00Z,27,Inspire 3
2026-04-10T23:51:00Z,57,Inspire 3
2026-04-10T23:52:00Z,16,Inspire 3
2026-04-10T23:53:00Z,7,Inspire 3
2026-04-10T23:54:00Z,6,Inspire 3
2026-04-10T23:55:00Z,31,Inspire 3
2026-04-10T23:56:00Z,59,Inspire 3
2026-04-10T23:57:00Z,76,Inspire 3
2026-04-10T23:58:00Z,94,Inspire 3
2026-04-10T23:59:00Z,98,Inspire 3
2026-04-11T00:00:00Z,101,Inspire 3
2026-04-11T00:01:00Z,102,Inspire 3
2026-04-11T00:02:00Z,99,Inspire 3
2026-04-11T00:03:00Z,97,Inspire 3
2026-04-11T00:04:00Z,88,Inspire 3
2026-04-11T00:05:00Z,29,Inspire 3
2026-04-11T00:06:00Z,57,Inspire 3
2026-04-11T00:07:00Z,98,Inspire 3
2026-04-11T00:08:00Z,64,Inspire 3
2026-04-11T00:09:00Z,36,Inspire 3
2026-04-11T00:10:00Z,14,Inspire 3
2026-04-11T00:11:00Z,36,Inspire 3
2026-04-11T00:13:00Z,13,Inspire 3
2026-04-11T00:14:00Z,3,Inspire 3
2026-04-11T00:16:00Z,12,Inspire 3
2026-04-11T00:17:00Z,13,Inspire 3
2026-04-11T00:18:00Z,9,Inspire 3
2026-04-11T00:19:00Z,27,Inspire 3
2026-04-11T00:22:00Z,30,Inspire 3
2026-04-11T00:23:00Z,44,Inspire 3
2026-04-11T00:24:00Z,67,Inspire 3
2026-04-11T00:25:00Z,50,Inspire 3
2026-04-11T00:26:00Z,26,Inspire 3
2026-04-11T00:27:00Z,53,Inspire 3
2026-04-11T00:28:00Z,72,Inspire 3
2026-04-11T00:29:00Z,25,Inspire 3
2026-04-11T00:30:00Z,69,Inspire 3
2026-04-11T00:31:00Z,24,Inspire 3
2026-04-11T00:32:00Z,28,Inspire 3
2026-04-11T00:33:00Z,39,Inspire 3
2026-04-11T00:35:00Z,78,Inspire 3
2026-04-11T00:36:00Z,55,Inspire 3
2026-04-11T00:37:00Z,43,Inspire 3
2026-04-11T00:38:00Z,26,Inspire 3
2026-04-11T00:39:00Z,40,Inspire 3
2026-04-11T00:40:00Z,29,Inspire 3
2026-04-11T00:41:00Z,31,Inspire 3
2026-04-11T00:42:00Z,74,Inspire 3
2026-04-11T00:43:00Z,22,Inspire 3
2026-04-11T00:44:00Z,11,Inspire 3
2026-04-11T00:46:00Z,35,Inspire 3
2026-04-11T00:47:00Z,85,Inspire 3
2026-04-11T00:48:00Z,62,Inspire 3
2026-04-11T00:49:00Z,39,Inspire 3
2026-04-11T00:50:00Z,70,Inspire 3
2026-04-11T00:51:00Z,17,Inspire 3
2026-04-11T00:54:00Z,9,Inspire 3
2026-04-11T00:56:00Z,6,Inspire 3
2026-04-11T00:57:00Z,65,Inspire 3
2026-04-11T00:58:00Z,86,Inspire 3
2026-04-11T00:59:00Z,13,Inspire 3
2026-04-11T01:01:00Z,46,Inspire 3
2026-04-11T01:02:00Z,76,Inspire 3
2026-04-11T01:03:00Z,101,Inspire 3
2026-04-11T01:04:00Z,42,Inspire 3
2026-04-11T01:11:00Z,8,Inspire 3
2026-04-11T01:40:00Z,14,Inspire 3
2026-04-11T01:56:00Z,10,Inspire 3
2026-04-11T01:57:00Z,69,Inspire 3
2026-04-11T01:58:00Z,8,Inspire 3
2026-04-11T02:04:00Z,6,Inspire 3
2026-04-11T02:15:00Z,26,Inspire 3
2026-04-11T02:16:00Z,7,Inspire 3
2026-04-11T02:17:00Z,12,Inspire 3
2026-04-11T02:18:00Z,7,Inspire 3
2026-04-11T02:19:00Z,9,Inspire 3
2026-04-11T02:20:00Z,48,Inspire 3
2026-04-11T02:21:00Z,23,Inspire 3
2026-04-11T02:22:00Z,7,Inspire 3
2026-04-11T02:23:00Z,69,Inspire 3
2026-04-11T02:24:00Z,19,Inspire 3
2026-04-11T02:26:00Z,13,Inspire 3
2026-04-11T02:27:00Z,11,Inspire 3
2026-04-11T02:30:00Z,6,Inspire 3
2026-04-11T02:32:00Z,17,Inspire 3
2026-04-11T02:38:00Z,10,Inspire 3
2026-04-11T02:39:00Z,16,Inspire 3
2026-04-11T02:40:00Z,19,Inspire 3
2026-04-11T02:51:00Z,6,Inspire 3
2026-04-11T02:55:00Z,18,Inspire 3
2026-04-11T02:58:00Z,10,Inspire 3
2026-04-11T02:59:00Z,22,Inspire 3
2026-04-11T03:00:00Z,20,Inspire 3
2026-04-11T03:03:00Z,44,Inspire 3
2026-04-11T03:04:00Z,37,Inspire 3
2026-04-11T03:05:00Z,17,Inspire 3
2026-04-11T03:12:00Z,24,Inspire 3
2026-04-11T03:13:00Z,22,Inspire 3
2026-04-11T03:14:00Z,2,Inspire 3
2026-04-11T03:23:00Z,10,Inspire 3
2026-04-11T03:27:00Z,23,Inspire 3
2026-04-11T03:29:00Z,17,Inspire 3
2026-04-11T03:30:00Z,12,Inspire 3
2026-04-11T03:31:00Z,35,Inspire 3
2026-04-11T04:22:00Z,8,Inspire 3
2026-04-11T04:45:00Z,20,Inspire 3
2026-04-11T04:46:00Z,8,Inspire 3
2026-04-11T04:47:00Z,15,Inspire 3
2026-04-11T04:54:00Z,4,Inspire 3
2026-04-11T05:09:00Z,19,Inspire 3
2026-04-11T08:59:00Z,6,Inspire 3
2026-04-11T09:00:00Z,11,Inspire 3
2026-04-11T09:01:00Z,7,Inspire 3
2026-04-11T09:02:00Z,16,Inspire 3
2026-04-11T13:22:00Z,8,Inspire 3
2026-04-11T13:23:00Z,7,Inspire 3
2026-04-11T14:38:00Z,7,Inspire 3
2026-04-11T14:39:00Z,20,Inspire 3
2026-04-11T14:46:00Z,9,Inspire 3
2026-04-11T14:47:00Z,15,Inspire 3
2026-04-11T14:49:00Z,23,Inspire 3
2026-04-11T14:50:00Z,8,Inspire 3
2026-04-11T14:54:00Z,28,Inspire 3
2026-04-11T15:17:00Z,7,Inspire 3
2026-04-11T15:28:00Z,8,Inspire 3
2026-04-11T15:34:00Z,21,Inspire 3
2026-04-11T15:35:00Z,11,Inspire 3
2026-04-11T15:37:00Z,17,Inspire 3
